year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2002,,,,,automatic,2c4gp44352r664857,va,1.0,307162.0,blue,blue,automotive remarketing inc,350,300,2015-04-22 02:05:00
2002,Dodge,Durango,Sport,SUV,automatic,1b4hr38n32f129521,tx,2.7,188698.0,red,black,credit acceptance corp/vrs/southfield,1375,800,2015-04-16 04:00:00
2002,Ford,Taurus,LX,Sedan,automatic,1fafp52u52a176841,pa,2.4,123512.0,white,gray,c & b motors,1075,1250,2015-04-14 02:30:00
2001,Cadillac,DeVille,Base,Sedan,automatic,1g6kd54yx1u265693,pa,2.3,91886.0,white,tan,1 cochran of monroeville,1750,2300,2015-04-15 05:00:00
1999,Ford,Expedition,XLT,SUV,,1fmru1864xla65898,va,1.0,228997.0,black,tan,automotive remarketing inc,1175,400,2015-04-22 02:05:00
2014,Dodge,Avenger,SXT,Sedan,,1c3cdzcb4en145415,on,4.7,19448.0,white,black,fca canada inc,15300,36750,2015-04-14 03:00:00
2014,Ford,E-Series Van,E-250,E-Series Van,automatic,1ftne2ew5eda43314,fl,4.5,12000.0,white,—,u-haul,20700,17400,2015-04-24 02:15:00
2014,Ford,Mustang,V6,Coupe,automatic,1zvbp8am6e5292345,il,3.7,33475.0,red,black,enterprise/ars,18200,27900,2015-04-16 03:00:00
2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8em0e5279522,fl,4.3,30791.0,white,black,ars/avis budget group,20200,16400,2015-04-23 02:00:00
2015,Chrysler,200,Limited,Sedan,automatic,1c3cccab1fn671389,ca,1.0,1009.0,black,black,enterprise vehicle exchange / tra / rental / tulsa,16450,9300,2015-04-15 08:05:00
2014,Nissan,Altima,2.5 S,Sedan,automatic,1n4al3ap9en353538,tx,4.2,34414.0,gray,black,avis corporation,14150,13300,2015-04-22 03:15:00
2013,Ford,Escape,SEL,SUV,automatic,1fmcu0h96duc44153,il,4.6,13160.0,black,tan,"ford motor credit company,llc",21200,17300,2015-04-21 04:00:00
2013,Ford,Escape,Titanium,SUV,automatic,1fmcu0j98dub30505,il,4.9,19062.0,blue,black,"ford motor credit company,llc",22100,22400,2015-04-21 04:00:00
2013,Ford,Fusion,SE,sedan,automatic,3fa6p0hr6dr241548,il,4.6,24075.0,gray,black,"ford motor credit company,llc",15450,17100,2015-04-21 04:00:00
2007,Chevrolet,Impala,LTZ,Sedan,automatic,2g1wu58r379277779,tn,1.9,151617.0,silver,gray,autonation honda covington pike,4500,2400,2015-04-14 03:30:00
2007,Ford,Explorer Sport Trac,XLT,Crew Cab,automatic,1fmeu31k57ua09044,pr,2.0,1.0,beige,tan,oriental group,15200,1100,2015-04-30 04:00:00
2007,Ford,Fusion,SEL,Sedan,automatic,3fahp02197r236117,nv,1.4,108956.0,black,gray,veros credit,6100,2000,2015-04-23 05:00:00
2006,Lincoln,Mark LT,Base,Crew Cab,,5ltpw18566fj16793,pa,1.9,188053.0,black,gray,"wheels of fortune auto, inc",6800,4400,2015-04-17 02:00:00
2005,Nissan,Quest,3.5 SE,Minivan,,5n1bv28u45n100590,pa,2.3,144753.0,gray,gray,criswell honda,2875,2800,2015-04-17 02:30:00
2002,Volkswagen,New Beetle,GLS,Hatchback,automatic,3vwcb21c52m400693,wa,2.0,1.0,red,black,charitable adult rides services/car donating is,3425,2350,2015-04-15 05:30:00
2013,Chevrolet,Sonic,LT,Hatchback,automatic,1g1jc6shxd4121059,tx,2.5,58643.0,white,black,the hertz corporation,8625,10900,2015-04-16 04:00:00
2013,Ford,Focus,SE,Sedan,automatic,1fadp3f2xdl152529,mi,3.5,52768.0,silver,black,the hertz corporation,9975,7500,2015-04-16 02:30:00
2013,Infiniti,M,M37x,Sedan,automatic,jn1by1ar6dm604772,tn,4.4,7640.0,—,black,nissan north america inc.,33000,22900,2015-04-23 03:00:00
2012,BMW,7 Series,740i,Sedan,automatic,wbaka4c50cc613398,fl,4.2,24892.0,gray,black,braman motors,35000,42600,2015-04-23 02:40:00
2009,Mercedes-Benz,C-Class,C63 AMG,Sedan,,wddgf77x59f241142,pa,1.9,67674.0,silver,gray,mercedes-benz financial services,27800,24600,2015-04-17 01:29:00
2008,Ford,Taurus,SEL,Sedan,automatic,1fahp24w38g169415,nv,1.9,132689.0,silver,beige,go financial,3375,1600,2015-04-17 04:00:00
2007,Dodge,Caliber,Base,Wagon,automatic,1b3hb28b07d232391,nv,2.8,106161.0,white,gray,dt credit corporation,3100,3300,2015-04-17 04:00:00
2014,Chevrolet,Malibu,LT,Sedan,automatic,1g11e5slxef261238,sc,2.0,31353.0,beige,gray,enterprise vehicle exchange / tra / rental / tulsa,15450,8700,2015-04-16 01:30:00
2014,Ford,Mustang,GT,Convertible,,1zvbp8ff3e5307345,pa,4.8,13191.0,silver,black,r hollenshead auto sales inc,29800,18000,2015-04-17 02:00:00
2014,Honda,Civic,EX-L,Sedan,automatic,19xfb2f94ee014469,tx,4.0,1.0,white,beige,cenizo financial corporation inc,18600,9300,2015-04-16 03:30:00
2014,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap2ec474084,tn,4.9,15935.0,—,black,nissan north america inc.,22000,16800,2015-04-23 03:00:00
2015,BMW,X1,xDrive28i,SUV,automatic,wbavl1c55fvy32582,oh,4.8,4629.0,—,gray,bmw north america,34400,31250,2015-04-21 07:00:00
2015,BMW,3 Series,328i xDrive,Sedan,,wba3b3g57fnr86694,oh,4.1,7313.0,white,beige,bmw north america,41000,32500,2015-04-21 07:00:00
2015,BMW,X5,xDrive50i,SUV,automatic,5uxkr6c56f0j76051,oh,4.9,5384.0,white,—,bmw north america,62000,49250,2015-04-21 07:00:00
2015,Kia,Sorento,LX,SUV,automatic,5xyktca69fg565368,tx,4.5,18463.0,gray,gray,"kia motors america, inc",20500,17500,2015-04-22 03:30:00
2013,Mazda,Mazda3,i SV,Sedan,automatic,jm1bl1tfxd1758031,ca,3.3,60376.0,gray,black,the hertz corporation,9425,8100,2015-04-30 05:30:00
2013,Toyota,Corolla,LE,Sedan,automatic,5yfbu4ee2dp172664,pa,2.6,56332.0,gray,gray,the hertz corporation,10900,8900,2015-04-24 02:00:00
2012,Chevrolet,Sonic,LS,Sedan,automatic,1g1ja5sh1c4186977,pa,2.0,62270.0,gray,gray,tdaf remarketing,7200,5200,2015-04-15 05:00:00
2012,Ford,Escape,XLT,SUV,automatic,1fmcu0d73ckc47560,pa,1.9,131961.0,red,beige,lease plan usa,9550,6300,2015-04-21 02:30:00
2012,Ford,Escape,Limited,SUV,automatic,1fmcu9eg6ckb31336,az,2.6,52482.0,blue,beige,orielly chevrolet inc,17550,15500,2015-04-15 05:00:00
2014,BMW,X6,xDrive35i,SUV,automatic,5uxfg2c5xe0k41627,oh,4.3,5613.0,black,gray,bmw north america,51900,24750,2015-04-21 07:00:00
2009,Jeep,Patriot,Sport,SUV,automatic,1j4ff28b59d234144,pa,1.9,99810.0,orange,black,honda north,6500,4000,2015-04-22 05:00:00
2008,Chevrolet,Suburban,1500 LS,SUV,automatic,1gnfk16318j203066,mo,1.9,123500.0,blue,gray,jensen incorporated,14650,16300,2015-04-22 03:30:00
2008,Chrysler,Sebring,Touring,Convertible,automatic,1c3lc55r08n629656,fl,2.3,110961.0,black,tan,southern auto finance co/safco/ft lauderdale,4100,4600,2015-04-15 02:05:00
2008,Infiniti,QX56,Base,SUV,automatic,5n3aa08c48n905598,ne,3.5,108600.0,white,tan,dm northwest inc,16900,16300,2015-04-23 04:00:00
2007,Ford,Five Hundred,Limited,Sedan,automatic,1fahp28117g119920,sc,1.0,188067.0,black,beige,primeritus remarketing/crescent bank & trust,975,400,2015-04-30 01:30:00
2006,Chevrolet,Aveo,LS,Sedan,automatic,kl1td56696b521071,tx,2.6,118471.0,red,black,huffines chrysler jeep dodge lewisville,1775,6900,2015-04-16 04:00:00
2006,Chrysler,Sebring,Touring,Sedan,automatic,1c3el56r86n235763,pa,2.0,102042.0,red,black,honda north,1925,2200,2015-04-15 05:00:00
2006,,,,,automatic,2hjyk16426h508306,pa,2.5,165263.0,black,gray,honda north,7175,6200,2015-04-15 05:00:00
2006,Jeep,Grand Cherokee,Limited,SUV,automatic,1j4hr58nx6c185147,fl,2.5,99838.0,gold,gray,westlake financial services,8750,4800,2015-04-22 08:55:00
2006,Mercedes-Benz,CLS-Class,CLS500,Sedan,automatic,wdddj75x06a040665,az,1.9,132174.0,purple,tan,fiserv,10500,8900,2015-04-23 05:00:00
2006,Toyota,Camry,SE,Sedan,automatic,4t1be32k86u114982,pa,2.5,94963.0,red,brown,honda north,5750,5700,2015-04-15 05:00:00
2005,Dodge,Grand Caravan,SXT,Minivan,automatic,2d4gp44l25r336822,ca,1.9,182945.0,silver,gray,united auto credit/irvine,1325,800,2015-04-15 06:30:00
2005,Dodge,Magnum,SXT,Wagon,automatic,2d4gz48v55h647124,fl,1.9,145669.0,black,gray,westlake financial services,4000,2200,2015-04-22 08:55:00
2005,Nissan,Altima,3.5 SE-R,Sedan,manual,1n4bl11d35c365646,pa,2.0,92541.0,gray,gray,united imports inc,5450,800,2015-04-17 01:29:00
2005,Toyota,4Runner,SR5,SUV,automatic,jtebu14rx58045043,pa,2.2,138538.0,red,tan,palmiero toyota,8775,5800,2015-04-15 05:00:00
2004,Buick,Rendezvous,CX,SUV,automatic,3g5db03e84s589128,va,2.5,110232.0,silver,gray,r k chevrolet inc,3075,800,2015-04-16 02:35:00
2004,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl18054b015612,va,2.5,218931.0,blue,gray,mazda and volkswagon of fredericksburg,1575,500,2015-04-23 04:50:00
2004,Volkswagen,Jetta,GL,Sedan,automatic,3vwrk69m34m012637,pa,2.3,108981.0,black,—,triple s auto outlet,2275,2600,2015-04-22 05:00:00
2003,Mercedes-Benz,C-Class,C230,Sedan,automatic,wdbrf40j33a528067,nv,2.8,56367.0,black,black,onemain rem/wholesale remarketing inc,5200,5300,2015-04-17 04:00:00
2002,Pontiac,Firebird,Base,Convertible,automatic,2g2fs32k322115881,pa,2.0,88085.0,white,black,honda north,4550,4500,2015-04-15 05:00:00
2001,Suzuki,XL-7,Base,SUV,automatic,js3tx92v914102348,va,1.9,178259.0,black,gray,king buick gmc llc,1225,500,2015-04-16 02:35:00
2000,Isuzu,Rodeo,LS,SUV,automatic,4s2ck58w3y4329572,ga,2.0,146277.0,green,beige,midsouth auto sales llc,825,900,2015-04-16 02:30:00
2000,,,,,automatic,2hkrl1867yh576535,pa,1.9,187750.0,gray,gray,criswell honda,1175,500,2015-04-17 02:30:00
2014,Dodge,Grand Caravan,SXT,minivan,automatic,2c4rdgcg5er206599,tn,4.3,37080.0,black,black,enterprise veh exchange/rental,16250,17400,2015-04-15 03:30:00
2014,Ford,Focus,SE,Sedan,automatic,1fadp3f2xel278035,mo,4.2,33692.0,—,gray,ars/avis budget group,11700,26800,2015-04-21 06:30:00
2014,Jeep,Compass,Sport,SUV,automatic,1c4njdbb6ed771734,ms,1.0,36990.0,black,gray,enterprise vehicle exchange / tra / birmingham,16200,1500,2015-04-16 05:02:00
2013,Chevrolet,Equinox,LTZ,SUV,automatic,2gnflgek4d6312721,ga,4.2,57663.0,silver,black,the hertz corporation,18250,15900,2015-04-21 02:30:00
2013,Chevrolet,Malibu,LT,Sedan,automatic,1g11e5sa6df229612,nv,4.1,57800.0,silver,gray,the hertz corporation,12500,8900,2015-04-17 05:10:00
2013,Chevrolet,Impala,LTZ,Sedan,automatic,2g1wc5e31d1247810,pa,3.3,59898.0,red,black,the hertz corporation,11650,8500,2015-04-17 02:00:00
2012,Chevrolet,Cruze,1LT,Sedan,automatic,1g1pf5sc4c7284786,nc,2.8,77160.0,white,gray,condor capital corp,8775,8200,2015-04-20 02:30:00
2011,Ford,Mustang,GT,Coupe,manual,1zvbp8cf9b5133104,fl,2.8,57311.0,gray,gray,logix federal credit union,18650,10500,2015-04-17 02:15:00
2014,Chevrolet,Cruze,LTZ,Sedan,automatic,1g1pg5sb8e7420683,il,3.0,13635.0,gray,black,gm remarketing,15700,24500,2015-04-21 03:00:00
2006,Nissan,Titan,LE,Crew Cab,automatic,1n6aa07a16n540370,nc,1.9,146947.0,gray,black,remarketing by ge/manheim north carolina,6825,5300,2015-04-20 02:00:00
2004,Chevrolet,Blazer,LS,SUV,automatic,1gncs18xx4k121831,oh,2.5,80991.0,gray,black,gateway financial services,3300,1200,2015-04-21 02:30:00
2004,Ford,Explorer,Eddie Bauer,SUV,automatic,1fmzu74w64ua99176,nc,2.4,195528.0,black,beige,ace motor acceptance corporation,1750,800,2015-04-21 02:30:00
2004,Jeep,Grand Cherokee,Limited,SUV,automatic,1j4gw58n64c103335,oh,1.9,114803.0,purple,gray,gateway financial services,3800,1200,2015-04-21 02:30:00
2003,Dodge,Durango,SLT,SUV,automatic,1d4hr48n53f509344,nc,2.5,181831.0,beige,beige,credit acceptance corp/vrs/southfield,1575,1000,2015-04-20 02:30:00
2014,Chrysler,Town and Country,S,Minivan,automatic,2c4rc1hg4er307240,in,4.0,19550.0,white,black,avis corporation,23200,8400,2015-04-16 03:10:00
2014,Ford,Fusion,Titanium,Sedan,automatic,3fa6p0k99er301185,il,3.3,33110.0,white,black,avis budget group,18200,18600,2015-04-30 03:00:00
2013,Dodge,Dart,SXT,Sedan,,1c3cdfbh3dd284363,ab,4.0,39278.0,blue,gray,car west leasing & fleet,15950,18000,2015-04-16 04:30:00
2015,BMW,4 Series,435i,Convertible,automatic,wba3t3c57fp738565,oh,4.5,4771.0,red,black,bmw north america greer,52000,47000,2015-04-21 07:00:00
2015,BMW,4 Series,435i,Coupe,automatic,wba3r1c5xfk193672,oh,4.7,6009.0,gray,black,bmw north america greer,42500,84500,2015-04-21 07:00:00
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap1dn472585,fl,1.9,16405.0,black,black,nissan-infiniti lt,18650,13400,2015-04-21 02:30:00
2012,BMW,5 Series,535i,Sedan,automatic,wbafr7c53cc815034,ca,4.1,28062.0,gray,gray,financial services remarketing (lease),32400,28000,2015-04-23 05:30:00
2012,BMW,6 Series,650i,Convertible,automatic,wbalz3c59cdl72961,ca,3.1,53476.0,white,—,financial services remarketing (lease),40000,40000,2015-04-21 05:30:00
2012,Ford,Edge,Limited,SUV,automatic,2fmdk3kc2cba72577,nj,4.0,35757.0,red,black,"ford motor credit company,llc",22200,18000,2015-04-22 02:00:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap9cc131407,fl,2.2,41208.0,gray,black,nissan-infiniti lt,11850,12200,2015-04-21 02:30:00
2012,Nissan,Rogue,S,SUV,automatic,jn8as5mt7cw604814,fl,3.9,31705.0,blue,gray,nissan-infiniti lt,13900,8200,2015-04-21 02:30:00
2012,Toyota,Camry,XLE,Sedan,automatic,4t4bf1fk8cr180106,oh,3.3,35880.0,gray,gray,toyota financial services,16300,15700,2015-04-21 02:30:00
2012,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk6cu121839,oh,3.5,34540.0,black,black,toyota financial services,14850,15100,2015-04-21 02:30:00
2012,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk0cu114854,fl,4.5,43359.0,black,black,world omni financial corporation,14350,10100,2015-04-21 02:30:00
2012,Volkswagen,CC,R-Line,Sedan,automatic,wvwmn7an5ce500345,hi,3.5,79721.0,—,beige,vw credit,11600,8800,2015-04-22 08:35:00
2010,Ford,F-150,XLT,SuperCrew,,1ftfw1ev7afb72771,ab,4.8,40038.0,white,silver,1814099 alberta ltd,22900,18750,2015-04-30 04:30:00
2008,Audi,A4,2.0T,Convertible,automatic,wauaf48h08k002431,fl,2.0,145938.0,black,black,andrew thomas motorcars,5525,5700,2015-04-16 02:50:00
2008,Ford,Edge,Limited,SUV,automatic,2fmdk49c78ba87756,oh,3.5,110506.0,gray,red,credit acceptance corp/vrs/southfield,11350,9000,2015-04-21 02:30:00
2008,Nissan,Sentra,2.0,Sedan,,3n1ab61e68l616914,nj,1.9,85174.0,red,gray,dover fcu,5100,3600,2015-04-22 02:30:00
2008,Toyota,Yaris,Base,Hatchback,,jtdjt923185180501,nj,1.9,94423.0,blue,black,meridian remarketing,4125,2300,2015-04-22 02:30:00
2007,Buick,Lucerne,CXL,Sedan,automatic,1g4hd57217u152394,va,1.9,107421.0,burgundy,tan,consumer portfolio services,6100,3400,2015-04-22 02:30:00
2007,,,,,automatic,ja3aj26e57u016972,nc,2.7,124482.0,silver,—,bcbsnc credit union,1075,3600,2015-04-20 02:30:00
2006,,,,,automatic,2hkyf18456h514047,ma,3.6,176649.0,black,gray,kellie auto sales inc,4750,4500,2015-04-16 11:30:00
2006,Jeep,Grand Cherokee,Limited,SUV,automatic,1j8hr58n96c126718,oh,2.9,113488.0,gray,gray,wells fargo dealer services,7950,6000,2015-04-21 02:30:00
2005,Chevrolet,Silverado 1500,LS,Extended Cab,automatic,1gcek19b55e232050,pa,1.9,195640.0,gray,gray,hawthorne auto sales co,3675,2400,2015-04-24 02:00:00
2005,Toyota,4Runner,SR5,SUV,automatic,jtezu14r350062733,ga,1.9,158463.0,gray,—,nalley toyota stonecrest,6350,5000,2015-04-21 06:00:00
2003,Mercedes-Benz,C-Class,C240 4MATIC,Sedan,,wdbrf81j73f420379,tx,2.0,83811.0,beige,—,tiger financial management llc,4225,3200,2015-04-21 04:00:00
2001,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gx48s71c502652,tx,2.6,159319.0,blue,gray,remarketing by ge/manheim dallas ft. worth,2075,400,2015-04-16 04:00:00
2014,Ford,Expedition,EL King Ranch,SUV,automatic,1fmjk1j52eef39093,il,4.8,33363.0,black,beige,avis budget group,32800,15500,2015-04-21 04:00:00
2014,Ford,Fusion,SE,Sedan,automatic,3fa6p0h75er209013,tn,3.3,36519.0,—,black,ars/avis budget group,13900,13200,2015-04-29 03:00:00
2014,Jeep,Compass,Sport,SUV,automatic,1c4njcba1ed718912,co,5.0,14466.0,white,black,gm financial,15200,30000,2015-04-22 04:45:00
2014,MINI,Cooper,S,Hatchback,automatic,wmwxm7c53et985500,ca,4.6,14407.0,,,bmw mini financial services,23600,23700,2015-04-23 05:30:00
2014,Subaru,Forester,2.5i Limited PZEV,SUV,automatic,jf2sjahc8eh533329,nj,4.6,15756.0,gray,gray,subaru of america,22800,23600,2015-04-22 02:30:00
2014,Subaru,Outback,2.5i Limited PZEV,Wagon,automatic,4s4brblc0e3223611,nj,4.7,9534.0,white,beige,subaru of america,27300,27000,2015-04-22 02:30:00
2014,Subaru,Legacy,2.5i PZEV,Sedan,automatic,4s3bmba65e3011836,nj,4.4,20114.0,blue,black,subaru of america,16700,24900,2015-04-22 02:30:00
2013,BMW,X3,xDrive35i,SUV,automatic,5uxwx7c56dl978690,ca,4.0,33040.0,black,gray,financial services remarketing (lease),30900,33025,2015-04-23 05:30:00
2013,Chevrolet,Camaro,LT,Convertible,automatic,2g1fb3d35d9113120,ca,4.2,34448.0,white,black,avis corporation,19550,2000,2015-04-16 06:00:00
2013,Chevrolet,Sonic,LTZ,Sedan,automatic,1g1je5sg1d4167567,ca,4.0,60267.0,silver,black,the hertz corporation,9150,15300,2015-04-21 05:30:00
2013,Ford,Escape,SEL,SUV,automatic,1fmcu9hx2duc12576,il,4.6,13465.0,green,black,"ford motor credit company,llc",22800,25500,2015-04-21 04:00:00
2013,Ford,Explorer,Base,SUV,automatic,1fm5k8b87dga19882,nj,3.3,28266.0,black,gray,"ford motor credit company,llc",22600,21800,2015-04-22 02:00:00
2013,Ford,Fusion,SE,sedan,automatic,3fa6p0hr3dr114529,oh,2.8,20408.0,burgundy,black,"ford motor credit company,llc",15700,13500,2015-04-21 02:00:00
2013,Kia,Sorento,LX,SUV,automatic,5xykt3a62dg409489,md,4.1,15788.0,gray,black,wells fargo dealer services,17350,13400,2015-04-21 02:30:00
2013,Mercedes-Benz,C-Class,C300 Sport 4MATIC,Sedan,,wddgf8abxdr286121,wi,4.2,23152.0,black,beige,mercedes-benz financial services,23500,25500,2015-04-22 03:00:00
2013,Nissan,Rogue,SV,SUV,automatic,jn8as5mv4dw651933,nj,2.8,22573.0,—,gray,nissan-infiniti lt,17200,14600,2015-04-22 02:30:00
2012,Lexus,RX 350,Base,SUV,automatic,2t2zk1ba1cc082291,fl,3.6,30319.0,white,beige,lexus financial services,28100,18800,2015-04-21 02:30:00
2012,Mazda,CX-9,Touring,SUV,automatic,jm3tb3cv2c0338446,nj,3.5,24966.0,gray,black,"jpmorgan chase bank,n.a.",21600,21500,2015-04-22 02:30:00
2012,Nissan,Altima,2.5 S,sedan,automatic,1n4al2ap1cc100006,nj,3.9,18632.0,white,beige,nissan-infiniti lt,13200,14100,2015-04-22 02:30:00
2012,Nissan,Altima,2.5 S,Coupe,automatic,1n4al2ep1cc216445,nj,2.1,29488.0,purple,black,nissan-infiniti lt,14100,21200,2015-04-22 02:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cn554780,nj,4.2,17484.0,silver,black,nissan-infiniti lt,13250,11500,2015-04-22 02:30:00
2012,Nissan,Altima,2.5,Sedan,,1n4al2ap9cn495153,pa,4.1,45946.0,silver,gray,jersey motors inc,11650,14700,2015-04-17 02:00:00
2012,Nissan,Rogue,SV,SUV,automatic,jn8as5mv9cw716029,nj,3.0,53545.0,gray,black,nissan-infiniti lt,14050,12100,2015-04-22 02:30:00
2012,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk6cu546767,fl,4.6,29759.0,red,black,world omni financial corporation,15100,12000,2015-04-21 02:30:00
2012,Toyota,Camry,LE,Sedan,automatic,4t4bf1fk4cr252953,fl,4.2,30008.0,black,beige,toyota financial services,13800,13200,2015-04-21 02:30:00
2012,Toyota,Corolla,LE,Sedan,automatic,2t1bu4ee7cc770554,fl,4.3,33485.0,red,gray,world omni financial corporation,11350,13800,2015-04-21 02:30:00
2014,BMW,6 Series,650i xDrive,Coupe,automatic,wbaym1c53ed325047,oh,4.9,1062.0,black,black,bmw na manheim new jersey,70000,58000,2015-04-21 07:00:00
2011,Toyota,Corolla,Base,Sedan,automatic,2t1bu4ee7bc716511,fl,3.9,30141.0,silver,gray,world omni financial corporation,12400,10000,2015-04-21 02:30:00
2010,Dodge,Grand Caravan,SE,Minivan,automatic,2d4rn4de8ar165889,nj,2.4,85684.0,white,gray,ari,7875,6200,2015-04-21 02:01:00
2010,Dodge,Journey,SXT,SUV,automatic,3d4pg5fv8at216129,la,3.7,1.0,gold,tan,"jpmorgan chase bank,n.a.",13300,600,2015-04-22 04:00:00
2009,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,3gcec23019g194597,tn,1.9,129377.0,blue,gray,"jpmorgan chase bank,n.a.",14350,13300,2015-04-21 03:30:00
2008,Cadillac,Escalade ESV,Base,SUV,automatic,1gyfc66878r227110,nv,2.6,136553.0,black,black,cadillac of las vegas west,16500,14900,2015-04-30 04:00:00
2005,Nissan,Sentra,1.8 S,Sedan,automatic,3n1cb51d75l472781,ca,2.5,93634.0,silver,black,nvp remarketing,2950,3400,2015-04-21 05:00:00
2015,BMW,X1,xDrive28i,SUV,automatic,wbavl1c59fvy32519,oh,5.0,7883.0,—,black,bmw na manheim new jersey,30900,33250,2015-04-21 07:00:00
2003,Dodge,Ram Pickup 1500,SLT,Regular Cab,,1d7ha16nx3j648474,tx,1.0,313544.0,black,—,titlemax/weatherford tx1,1550,400,2015-04-21 04:00:00
1999,Ford,Explorer,Sport,SUV,automatic,1fmyu24x1xub15201,mn,1.0,142686.0,black,gray,purple heart services inc,950,250,2015-04-21 07:00:00
1999,Honda,CR-V,EX,SUV,manual,jhlrd176xxc017685,nj,1.9,228587.0,silver,gray,lester glenn buick,1350,1000,2015-04-22 02:30:00
1995,Ford,Taurus,GL,Sedan,automatic,1falp52u4sg143720,mn,2.0,165127.0,silver,brown,purple heart services inc,475,200,2015-04-21 07:00:00
2013,Audi,S4,Prestige quattro,Sedan,,waukgafl8da084609,pa,4.5,22539.0,black,black,cadillac of mahwah llc,38000,36500,2015-04-17 02:00:00
2013,Nissan,Maxima,3.5 S,Sedan,automatic,1n4aa5ap2dc805244,fl,3.1,58414.0,burgundy,black,the hertz corporation,14500,12200,2015-04-22 02:30:00
2013,Toyota,Yaris,LE,Hatchback,automatic,jtdktud3xdd564684,pr,3.5,8398.0,gray,black,toyota credit de puerto rico,9950,21000,2015-04-23 05:30:00
2012,Ford,Fusion,SE,Sedan,automatic,3fahp0ha0cr356423,ca,3.4,45074.0,black,black,the hertz corporation,11450,8900,2015-04-22 05:30:00
2012,Honda,Accord,SE,Sedan,automatic,1hgcp2f63ca094360,nj,3.4,30058.0,white,black,"ahfc/honda lease trust/hvt, inc. eot",13850,11000,2015-04-22 02:30:00
2012,Hyundai,Sonata,GLS,Sedan,,5npeb4ac9ch483043,pa,4.2,32652.0,black,gray,hyundai motor finance,12300,15600,2015-04-24 02:00:00
2012,Nissan,Altima,2.5,Sedan,automatic,1n4al2apxcc147423,mo,3.4,43106.0,black,tan,nissan-infiniti lt,11750,11400,2015-04-22 03:30:00
2012,Nissan,Pathfinder,SV,SUV,automatic,5n1ar1nb0cc609680,mo,4.4,31921.0,black,black,nissan-infiniti lt,21000,11200,2015-04-22 03:30:00
2012,Nissan,Sentra,2.0 SR,Sedan,,3n1ab6ap0cl707364,il,3.7,35043.0,silver,gray,nissan-infiniti lt,10700,16200,2015-04-23 03:00:00
2011,Ram,1500,Laramie,Crew Cab,automatic,1d7rv1ct0bs631283,tx,1.9,101557.0,white,brown,wheels exchange llc,17450,15600,2015-04-29 03:00:00
2010,Dodge,Avenger,SXT,Sedan,automatic,1b3cc4fb9an120230,tx,2.0,126545.0,black,black,titlemax/san antonio tx26,4300,2600,2015-04-22 03:20:00
2008,Kia,Spectra,LX,Sedan,automatic,knafe121x85570784,tx,2.2,178371.0,black,gray,oklahoma motor credit co,2050,300,2015-04-28 02:15:00
2007,Dodge,Nitro,SLT,SUV,automatic,1d8gu58k37w678420,nj,1.9,126608.0,black,black,route one corporation,7075,2800,2015-04-22 02:30:00
2007,GMC,Acadia,SLT-1,SUV,automatic,1gkev23777j168271,ny,3.6,120040.0,red,black,par north america,10300,7300,2015-04-22 03:30:00
2006,Saturn,VUE,Base,SUV,automatic,5gzcz63486s890103,md,2.1,125751.0,gray,gray,j b a automotive llc,3600,1200,2015-04-21 02:30:00
2006,Saturn,VUE,Base,SUV,automatic,5gzcz53486s865938,tx,2.9,87568.0,silver,gray,credit acceptance corp/vrs/southfield,4725,2100,2015-04-22 03:00:00
2005,Ford,Taurus,SE,Sedan,automatic,1fahp53u95a243825,pa,2.9,82296.0,black,gray,honda north,2075,2550,2015-04-29 05:00:00
2005,Hyundai,Santa Fe,LX,SUV,automatic,km8sc73e75u956989,co,1.9,143178.0,burgundy,gray,hertz remarketing,2625,700,2015-04-21 05:00:00
2003,Audi,A4,1.8T,Sedan,automatic,waujc68e73a330048,md,2.2,82834.0,blue,beige,veros credit,3650,1700,2015-04-28 06:00:00
2002,Toyota,Camry,LE,Sedan,manual,jtdbe32k320019462,mo,1.9,219730.0,green,gray,the hertz corporation,2150,1300,2015-04-21 04:00:00
2014,Dodge,Journey,SXT,SUV,automatic,3c4pdcbb8et252480,fl,4.0,27893.0,white,black,hertz corporation/gdp,15750,16400,2015-04-27 05:30:00
2014,Ford,Escape,SE,SUV,automatic,1fmcu0gx9eub10027,tx,4.3,33775.0,silver,tan,avis corporation,23200,21400,2015-04-21 17:00:00
2014,Kia,Soul,Base,Wagon,automatic,kndjn2a20e7009538,tn,4.8,27594.0,gray,black,exeter finance corp,11800,12200,2015-04-22 03:30:00
