year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2013,Ford,Escape,SE,SUV,automatic,1fmcu9gx6dub25474,pa,3.4,60671.0,black,gray,wheels exchange llc,13500,13000,2015-07-08 06:30:00
2013,Ford,Explorer,XLT,SUV,automatic,1fm5k7d85dga92658,mi,4.4,27550.0,blue,black,crest ford inc,25200,26900,2015-07-01 07:00:00
2012,Dodge,Journey,Crew,SUV,automatic,3c4pdcdg4ct146940,nc,2.8,73856.0,white,tan,regional acceptance corporation / greenville,12350,12000,2015-07-06 06:30:00
2012,Ford,Edge,SEL,SUV,automatic,2fmdk3jc6cba18166,ga,4.5,28076.0,blue,gray,"ford motor credit company,llc pd",19700,18000,2015-07-02 07:00:00
2012,Nissan,Rogue,S,SUV,,jn8as5mvxcw379855,ga,3.2,32013.0,black,gray,nissan-infiniti lt,16800,15000,2015-07-08 10:30:00
2012,Volkswagen,Passat,SE PZEV,Sedan,,1vwbp7a38cc082257,pa,4.2,49050.0,—,black,vw credit,11150,11600,2015-07-03 06:00:00
2011,Buick,LaCrosse,CXS,Sedan,,1g4ge5ed6bf164681,pa,3.8,102385.0,black,black,r hollenshead auto sales inc,12800,11500,2015-07-07 06:30:00
2010,Jeep,Patriot,Sport,SUV,automatic,1j4nt2ga8ad549151,pa,3.5,112684.0,white,black,wheels exchange llc,4675,7000,2015-07-07 06:30:00
2014,Dodge,Durango,Limited,SUV,,1c4rdjdg8ec490881,pa,4.6,20849.0,silver,tan,smith haven chrysler jeep dodge,29900,28500,2015-07-08 07:20:00
2014,Kia,Sportage,LX,SUV,automatic,kndpbcac5e7549758,ca,3.8,28233.0,blue,brown,auto finance solutions dba abc remarketing,15900,15000,2015-07-08 09:30:00
2014,Toyota,4Runner,SR5,SUV,,jtezu5jr3e5071026,pa,4.7,35238.0,red,black,enterprise veh exchange/rental,28100,27800,2015-07-09 06:20:00
2013,Hyundai,Sonata,SE,Sedan,automatic,5npec4abxdh797760,ny,4.3,5814.0,red,black,m and t bank,14700,14100,2015-07-03 06:00:00
2012,,,,,automatic,wbaka8c54cds99997,ca,3.3,52765.0,black,black,financial services remarketing (lease),30100,31750,2015-07-01 09:30:00
2012,BMW,X5,xDrive35d,SUV,automatic,5uxzw0c56cl673311,ca,2.9,,black,brown,financial services remarketing/rail cars,34700,35000,2015-07-08 09:30:00
2011,Lexus,IS 250,Base,Sedan,automatic,jthcf5c22b5047301,wa,3.9,31780.0,gray,black,h & h motors inc,19050,22300,2015-07-01 09:00:00
2014,Dodge,Grand Caravan,SXT,Minivan,,2c4rdgcg0er427608,pa,4.3,26179.0,white,black,hertz corporation/gdp,16600,16800,2015-07-10 06:00:00
2013,Dodge,Avenger,SE,sedan,automatic,1c3cdzab0dn730607,nc,2.8,25629.0,gray,black,chrysler capital,10700,10900,2015-07-07 06:15:00
2012,BMW,3 Series,335i,Convertible,automatic,wbadx7c58ce745600,fl,3.6,33563.0,gray,black,financial services remarketing (lease),29000,25000,2015-07-07 06:00:00
2014,Dodge,Charger,SE,Sedan,automatic,2c3cdxbg3eh266074,ga,3.6,38861.0,gray,black,enterprise vehicle exchange / tra / rental / tulsa,15350,14600,2015-07-09 07:30:00
2014,GMC,Sierra 1500,SLE,Double Cab,automatic,1gtr1ueh7ez131309,mi,4.3,19912.0,blue,black,automobiles paille inc,25600,23900,2015-07-07 06:30:00
2013,Nissan,Juke,S,Hatchback,automatic,jn8af5mr2dt210388,ca,3.4,1.0,blue,black,nissan motor acceptance corporation,15900,15250,2015-07-07 09:00:00
2013,Nissan,Versa,1.6 S Plus,Sedan,automatic,3n1cn7ap5dl879753,co,3.2,49920.0,gray,black,the hertz corporation,8175,8000,2015-07-01 08:15:00
2013,Porsche,Boxster,S,Convertible,automatic,wp0cb2a88dk132375,ga,3.8,11251.0,white,black,porsche financial services,52800,53000,2015-07-02 07:00:00
2012,Ford,Mustang,GT,Coupe,manual,1zvbp8cf8c5244681,sc,3.1,98751.0,silver,black,andrew thomas motorcars,15150,15600,2015-07-07 06:15:00
2012,Ford,Taurus,SEL,Sedan,automatic,1fahp2ewxcg109817,nj,3.6,118652.0,black,black,ari,8775,9600,2015-07-01 06:30:00
2012,Nissan,Pathfinder,S,SUV,automatic,5n1ar1nb0cc631694,nj,3.6,87945.0,gray,gray,nissan motor acceptance corporation,20900,16900,2015-07-08 06:30:00
2011,Ford,E-Series Van,E-250,E-Series Van,automatic,1ftne2ew1bda26232,il,3.5,174538.0,white,gray,emkay inc,7050,6800,2015-07-07 10:00:00
2011,Ford,Focus,S,Sedan,automatic,1fahp3en9bw120101,ca,3.3,63603.0,white,tan,premium auto wholesale,6425,7100,2015-07-02 09:00:00
2010,Lexus,ES 350,Base,Sedan,automatic,jthbk1eg4a2396131,mi,2.6,84302.0,black,black,tdaf remarketing,14400,12800,2015-07-09 06:30:00
2014,Ford,Edge,SEL,SUV,,2fmdk4jc1eba55229,on,3.7,27403.0,gray,black,ars/erac canada limited,21200,23000,2015-07-08 07:00:00
2014,Ford,F-150,XL,Regular Cab,automatic,1ftnf1cf5ekd84704,nj,2.7,7647.0,white,gray,u-haul,19500,16600,2015-07-01 06:30:00
2014,Ford,Explorer,Limited,SUV,automatic,1fm5k7f82egb91338,mo,4.2,35523.0,—,black,ars/avis budget group,24800,24100,2015-07-08 07:15:00
2014,Ford,Fusion,Titanium,Sedan,automatic,3fa6p0k96er320468,tn,4.1,34312.0,white,black,avis budget group,30500,16800,2015-07-09 08:00:00
2013,Chevrolet,Suburban,LTZ 1500,SUV,automatic,1gnskke74dr189619,tn,4.1,56747.0,white,black,the hertz corporation,31900,31500,2015-07-01 07:30:00
2013,Ford,Edge,SEL,SUV,automatic,2fmdk4jc7dbb97468,nj,2.1,29462.0,brown,beige,"ford motor credit company,llc",22900,18400,2015-07-08 10:30:00
2013,Ford,F-150,XLT,SuperCrew,,1ftfw1et0dkd59490,tx,3.8,51189.0,gray,gray,gulf coast ford,25300,25400,2015-07-09 09:00:00
2013,Ram,1500,SLT,Quad Cab,,1c6rr6gt6ds633930,nj,4.0,29149.0,brown,gray,"jpmorgan chase bank,n.a.",23300,21700,2015-07-07 07:30:00
2013,Toyota,Highlander,SE,SUV,automatic,5tdbk3eh2ds253598,ga,4.0,24249.0,black,black,world omni financial corporation,27800,28400,2015-07-08 07:30:00
2012,Lexus,IS 250,Base,Sedan,automatic,jthbf5c20c5175033,fl,2.8,28983.0,white,black,lexus financial services,21000,22000,2015-07-09 07:00:00
2009,Buick,Enclave,CXL,SUV,automatic,5gaev23dx9j206422,nj,3.9,63183.0,brown,tan,fairway motor cars inc,15750,16100,2015-07-01 08:45:00
2006,BMW,7 Series,750i,Sedan,automatic,wbahl83526dt05630,nj,2.7,82544.0,gray,black,"jpmorgan chase bank,n.a.",10100,10700,2015-07-01 06:30:00
2006,Chevrolet,Equinox,LT,SUV,automatic,2cndl63f366156296,mn,2.1,77719.0,black,gray,select lane,5600,7000,2015-07-02 07:45:00
2014,Subaru,XV Crosstrek,Hybrid Touring,SUV,automatic,jf2gpbkc5eh231533,co,3.9,31876.0,blue,beige,bellco fcu,22100,20800,2015-07-01 07:15:00
2014,Toyota,Corolla,LE,Sedan,automatic,5yfburhe1ep062778,nc,4.9,32321.0,white,gray,atlantic coast remarketing inc/kdi,12250,13000,2015-07-02 06:20:00
2014,Toyota,Highlander,Limited,SUV,automatic,5tdykrfh3es013053,fl,4.5,19545.0,black,black,toyota financial services,35100,36900,2015-07-08 07:30:00
2014,Toyota,Tundra,SR,Double Cab,automatic,5tfum5f12ex057057,fl,4.5,18208.0,white,black,toyota financial services,26500,25600,2015-07-14 06:30:00
2013,Lexus,RX 350,F Sport,SUV,automatic,2t2bk1ba0dc224844,fl,3.7,14431.0,black,black,lexus financial services,32400,35700,2015-07-07 06:30:00
2013,Nissan,Versa,1.6 S Plus,Sedan,automatic,3n1cn7ap0dl885444,ca,2.8,51145.0,white,—,the hertz corporation,8000,8800,2015-07-07 09:30:00
2012,BMW,X5,xDrive35i Premium,SUV,automatic,5uxzv4c52cl990979,fl,3.5,44029.0,brown,beige,financial services remarketing (lease),29500,27800,2015-07-07 06:00:00
2012,Cadillac,SRX,Luxury,SUV,,3gyfnae37cs569097,pa,3.6,27137.0,beige,tan,gm financial leasing,23900,23000,2015-07-03 06:00:00
2012,Ford,Edge,Limited,SUV,automatic,2fmdk4kc4cba55463,nj,3.3,48615.0,red,gray,"ford motor credit company,llc",20500,22000,2015-07-02 07:00:00
2012,Ford,F-150,XLT,SuperCrew,automatic,1ftew1cm4cfa18429,fl,2.2,36657.0,red,gray,santander consumer,22700,22000,2015-07-09 06:00:00
2012,Honda,Civic,EX,Sedan,automatic,19xfb2f87ce320361,pa,4.1,19037.0,gray,tan,"ahfc/honda lease trust/hvt, inc. eot",12050,13200,2015-07-01 06:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap2cn443329,tx,2.4,35335.0,blue,gray,nissan-infiniti lt,11500,12000,2015-07-08 07:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap5cn569331,tx,2.7,27989.0,blue,beige,nissan-infiniti lt,11900,11400,2015-07-08 07:30:00
2011,Buick,Regal,CXL,Sedan,,2g4gn5ec5b9182377,pa,3.3,51606.0,white,black,fiserv/usb dealer services northstar exchange,11300,11600,2015-07-03 06:00:00
2011,Kia,Sorento,LX,SUV,automatic,5xykt4a22bg111525,fl,3.4,51120.0,black,gray,d&a fine cars,12450,12200,2015-07-03 06:25:00
2010,Land Rover,Range Rover,Supercharged,SUV,,salmf1e40aa327326,pa,3.5,63736.0,black,black,r hollenshead auto sales inc,34200,34200,2015-07-02 07:00:00
2008,Chevrolet,Malibu,LS,Sedan,automatic,1g1zg57b98f234114,il,2.2,48115.0,black,brown,prestige financial services,7175,5900,2015-07-07 07:00:00
2008,Chevrolet,Tahoe,LT,SUV,automatic,1gnfk130x8j105759,pa,2.2,120210.0,red,gray,bianchi honda,17700,5700,2015-07-01 06:30:00
2008,Nissan,Pathfinder,LE,SUV,automatic,5n1ar18u88c608572,tx,2.5,88250.0,brown,tan,texas direct auto,10500,8200,2015-07-09 07:00:00
2006,Mercedes-Benz,E-Class,E350 4MATIC,Sedan,automatic,wdbuf87j36x203234,ny,1.9,80316.0,silver,tan,par north america,8250,6900,2015-07-08 07:00:00
2014,Chrysler,200,Touring,Sedan,automatic,1c3ccbbg1en115280,nj,3.5,34912.0,gray,black,enterprise vehicle exchange / tra / rental / tulsa,11300,7700,2015-07-07 06:30:00
2014,Ford,Expedition,EL King Ranch,SUV,automatic,1fmjk1j59eef50785,tx,1.9,17633.0,—,beige,ford-lincoln dealer program,33400,30500,2015-07-09 07:30:00
2014,Lexus,IS 250,Base,Sedan,automatic,jthcf1d20e5002384,oh,2.2,27645.0,white,tan,lexus financial services,31000,27500,2015-07-07 06:30:00
2013,Chevrolet,Camaro,LS,Coupe,manual,2g1fe1e34d9236191,tx,2.9,43117.0,blue,black,gm financial,14550,14400,2015-07-01 07:15:00
2013,Chevrolet,Tahoe,LT,SUV,,1gnskbe06dr294097,pa,2.3,7140.0,black,black,us bank,31800,40200,2015-07-10 06:00:00
2013,Ford,Edge,SEL,SUV,,2fmdk3jc2dba11622,qc,4.7,26725.0,white,black,canadian road leasing co & ford credit canda ltd,21400,19000,2015-07-03 06:00:00
2013,Ford,Edge,SEL,SUV,automatic,2fmdk3jc6dba02549,fl,4.4,41253.0,—,black,"ford motor credit company,llc pd",19600,19500,2015-07-07 06:30:00
2013,Ford,F-150,Platinum,SuperCrew,automatic,1ftfw1et3dfa15936,tx,3.1,43504.0,white,brown,security service fcu (sscu),32300,32600,2015-07-07 06:00:00
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar7dm756022,tx,3.8,19122.0,blue,black,nissan infiniti lt,21800,20000,2015-07-03 09:00:00
2013,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgdf7ce0da249166,tx,4.0,35351.0,blue,black,the hertz corporation,42100,38700,2015-07-09 07:30:00
2012,Ford,Escape,XLT,SUV,automatic,1fmcu9dg0ckb56265,fl,4.2,58477.0,gray,black,the hertz corporation,13900,13600,2015-07-07 06:10:00
2012,Mazda,Mazda3,i Touring,Sedan,manual,jm1bl1v81c1660440,nj,3.5,19665.0,black,gray,manheim new jersey,11650,9900,2015-07-07 06:30:00
2011,Chrysler,Town and Country,Touring,Minivan,automatic,2a4rr5dg5br625238,fl,2.7,84853.0,white,beige,fiserv/regions bank,9050,9000,2015-07-08 06:00:00
2011,Honda,Insight,LX,Hatchback,automatic,jhmze2h53bs007843,fl,3.5,41719.0,white,gray,consumer portfolio services,8800,9200,2015-07-07 06:15:00
2007,Chrysler,Pacifica,Touring,Wagon,automatic,2a8gm68x37r129964,fl,4.2,91603.0,blue,beige,gm financial,4225,7200,2015-07-07 06:15:00
2004,Buick,Rainier,CXL,SUV,automatic,5gadt13s542317215,fl,3.1,67514.0,burgundy,tan,tropical chevrolet,4925,4300,2015-07-07 06:25:00
2004,Ford,F-150,Lariat,SuperCrew,automatic,1ftpw12504kc52630,ca,3.8,125069.0,black,beige,danco financial inc,8200,9300,2015-07-01 09:30:00
2014,Ford,F-150,XLT,SuperCrew,,1ftfw1ef3efb88884,on,4.7,22004.0,silver,gray,paul tinney auto sales ltd,28700,28500,2015-07-01 07:15:00
2014,Ford,Fusion,SE,Sedan,automatic,1fa6p0h77e5399562,mi,4.4,31542.0,red,black,avis budget group,18150,14300,2015-07-01 07:00:00
2013,Ford,Escape,SE,SUV,automatic,1fmcu9gx7dub32580,fl,2.6,73130.0,gray,black,dtg operations inc,12250,12300,2015-07-08 07:30:00
2013,Infiniti,QX,QX56,SUV,automatic,jn8az2ne6d9042074,fl,4.8,38290.0,black,beige,the hertz corporation,39500,42800,2015-07-07 06:30:00
2015,Ford,Transit Van,250 High Roof,Transit Van,,1ftyr2xm4fka53875,tn,3.7,10158.0,white,—,enterprise vehicle exchange/franklin,24900,20000,2015-07-08 07:00:00
2013,Mercedes-Benz,E-Class,E350 Sport,Sedan,automatic,wddhf5kb5da763912,tx,2.7,29985.0,black,black,the hertz corporation,28000,27000,2015-07-02 09:00:00
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap7dn560749,pa,3.2,20397.0,black,black,nissan-infiniti lt,13200,12900,2015-07-03 06:00:00
2013,Nissan,Sentra,SV,Sedan,automatic,3n1ab7ap5dl669606,pa,4.0,37491.0,gray,black,nissan motor acceptance corporation,10200,8900,2015-07-03 06:00:00
2012,Kia,Sorento,LX,SUV,automatic,5xykt3a69cg266619,tx,3.5,57184.0,burgundy,beige,td auto finance,12800,10000,2015-07-08 07:15:00
2012,Nissan,Altima,2.5 S,Sedan,,1n4al2ap3cn543956,pa,3.7,61721.0,red,gray,nissan motor acceptance corporation,9900,8500,2015-07-03 06:00:00
2011,Chevrolet,Silverado 1500,Work Truck,Regular Cab,automatic,1gcncpex5bz247797,ms,2.8,55996.0,white,gray,fiserv/global lending services,12750,11500,2015-07-07 07:30:00
2011,Ford,F-250 Super Duty,XL,Crew Cab,automatic,1ft7w2at4bec77130,tx,2.6,76511.0,white,gray,ge fleet services for itself/servicer,16900,12500,2015-07-02 08:00:00
2010,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7bb4aa344568,ca,3.3,43992.0,black,beige,skyhigh remarketing inc,34300,26750,2015-07-02 17:15:00
2009,Honda,Pilot,EX-L,SUV,automatic,5fnyf38529b019232,tx,2.3,94651.0,gray,—,heavenly motors of texas ltd,13600,13900,2015-07-01 07:00:00
2008,Chevrolet,Silverado 1500,LS,Extended Cab,automatic,2gcek19jx81204953,mi,1.9,214170.0,black,gray,larry hudson chevrolet buick gmc inc,6350,5900,2015-07-07 06:30:00
2008,Ford,F-450 Super Duty,Lariat,Crew Cab,automatic,1ftxw43r38ee38749,wa,1.9,70910.0,blue,beige,xcar inc,28200,23900,2015-07-08 09:30:00
2007,Toyota,Camry,XLE,Sedan,automatic,jtnbe46kx73018391,ca,2.4,104608.0,black,gray,chaser inc,7375,8250,2015-07-08 09:30:00
2000,Honda,Civic,EX,Coupe,automatic,1hgej824xyl067833,nj,2.5,157104.0,red,gray,purple heart services inc,1375,1000,2015-07-07 09:45:00
2014,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab4en115835,ca,4.2,27394.0,black,black,crb auto finance,11350,10200,2015-07-01 09:15:00
2014,Jeep,Patriot,Sport,SUV,automatic,1c4njpba9ed812625,az,3.1,17617.0,red,black,crb auto finance,13900,12200,2015-07-02 09:00:00
2014,Lexus,LS 460,Base,Sedan,automatic,jthbl5ef1e5127715,fl,4.4,26427.0,black,beige,enterprise fleet management exchange,56400,55500,2015-07-07 06:30:00
2013,Chevrolet,Silverado 1500,LT,Extended Cab,automatic,1gcrcsea5dz276400,tx,2.9,45509.0,gray,—,santander consumer,20500,19900,2015-07-08 06:00:00
2011,Honda,Accord,LX-P,Sedan,automatic,1hgcp2f47ba000297,tx,3.2,81437.0,burgundy,gold,santander consumer,9425,8700,2015-07-02 07:30:00
2010,Dodge,Ram Pickup 1500,SLT,Crew Cab,automatic,1d7rv1ct3as165704,mo,1.9,92978.0,red,black,tdaf remarketing,18200,19300,2015-07-08 07:30:00
2009,Jeep,Wrangler,X,SUV,automatic,1j4fa24129l774133,or,2.6,75839.0,blue,gray,dick hannah subaru,15550,13700,2015-07-07 09:30:00
2014,Lexus,LX 570,Base,suv,automatic,jtjhy7ax6e4146514,tn,3.6,21392.0,black,black,lexus of knoxville,67000,63500,2015-07-08 07:30:00
2008,Mercedes-Benz,S-Class,S63 AMG,Sedan,automatic,wddng77x48a217169,ca,4.3,58896.0,black,black,mars auto,32900,32000,2015-07-02 17:15:00
2013,Ford,Explorer,XLT,suv,automatic,1fm5k7d94dga86875,fl,4.7,38689.0,silver,black,schumacher auto group inc,22700,23500,2015-07-07 06:30:00
2007,Acura,MDX,Base,suv,automatic,2hnyd28397h543235,ga,2.2,180575.0,black,black,north atlanta auto superstore,7550,7900,2015-07-02 07:00:00
2012,Volkswagen,Jetta,SE PZEV,sedan,manual,3vwbp7aj7cm029594,ga,4.1,51482.0,gray,black,alford auto sales,9075,9500,2015-07-09 07:00:00
2010,BMW,3 Series,328i,sedan,automatic,wbaph5c57aa439250,ca,2.9,84619.0,red,beige,phillips auto brokerage,11450,12800,2015-07-01 09:30:00
2009,Ford,F-150,XLT,supercrew,automatic,1ftpw14v69ka46488,oh,2.7,66505.0,red,gray,9209 0851 quebec inc,17700,15400,2015-07-09 06:00:00
2006,Toyota,Avalon,XL,sedan,automatic,4t1bk36b26u132090,ca,3.2,118617.0,white,beige,ecars,6700,8200,2015-07-07 09:00:00
2002,Chrysler,Voyager,Base,Minivan,automatic,1c4gj25342b559391,nj,1.9,131454.0,blue,gray,schumacher chevrolet,1050,700,2015-07-07 17:15:00
2013,Ford,Explorer,XLT,suv,automatic,1fm5k7d83dga30479,tx,3.9,31238.0,white,gray,pro financial inc,24800,25300,2015-07-08 07:30:00
2001,Chevrolet,Corvette,Base,convertible,automatic,1g1yy32g115124606,ga,4.1,48882.0,green,tan,rick hendrick chevrolet of buford,15350,14700,2015-07-07 06:30:00
2011,Hyundai,Sonata,SE,sedan,automatic,5npec4abxbh160686,tn,4.2,57343.0,blue,gray,wholesale inc # 2,11000,12750,2015-07-07 06:15:00
2010,Audi,A4,2.0T Premium quattro,Sedan,manual,waudfafl8an047964,fl,4.3,80318.0,black,black,rob lambdin's university dodge,12400,12200,2015-07-03 07:15:00
2010,Cadillac,SRX,Performance,suv,automatic,3gyfneey1as502298,nj,3.7,64392.0,silver,black,delaware cadillac olds saab,18900,19900,2015-07-09 06:00:00
2004,Ford,F-150,XLT,supercrew,automatic,1ftpw12574kc69084,ga,3.5,250626.0,red,tan,five star ford lincoln mercury,2950,4800,2015-07-07 10:00:00
2013,Nissan,Altima,2.5,sedan,automatic,1n4al3apxdn564648,ga,3.1,48648.0,red,black,dtag tra,11400,8600,2015-07-09 07:00:00
2013,Nissan,Altima,2.5,sedan,automatic,1n4al3ap1dc130775,fl,3.6,73645.0,black,black,braman cadillac,10700,11300,2015-07-07 07:00:00
2012,Ford,Escape,XLT,suv,automatic,1fmcu9d74ckb94291,il,4.8,29295.0,blue,—,advantage chevrolet/ge,16300,15300,2015-07-01 08:45:00
2011,Ford,F-150,FX2,supercrew,automatic,1ftfw1cf9bkd40754,tx,4.3,35336.0,gray,gray,hopper motorplex inc,20800,22500,2015-07-08 07:30:00
2008,BMW,X3,3.0si,suv,automatic,wbxpc93408wj22586,tx,2.5,101934.0,gray,gray,bmw of houston north in the woodlands,10100,8250,2015-07-01 07:00:00
2008,Dodge,Ram Pickup 2500,Laramie,mega cab,automatic,3d7ks29a18g222229,mi,1.9,98946.0,beige,gray,stratford hyundai,25700,24800,2015-07-09 06:30:00
2008,Toyota,Yaris,Base,hatchback,manual,jtdjt923x85201930,fl,2.7,78488.0,blue,—,courtesy chrysler jeep dodge,4125,3500,2015-07-07 14:00:00
2005,,,,,automatic,1fmzk06125ga46666,nj,2.0,88449.0,green,beige,new rochelle toyota,3250,3450,2015-07-01 06:30:00
2013,Nissan,Frontier,SV,crew cab,,1n6ad0ev9dn733067,pa,4.0,44076.0,silver,gray,the hertz corporation,19550,20700,2015-07-01 07:30:00
2013,Toyota,Corolla,LE,sedan,automatic,2t1bu4ee9dc974855,ga,2.8,99431.0,white,gray,arms across america,7850,10100,2015-07-09 07:00:00
2013,Toyota,Sienna,LE 7-Passenger Mobility Auto Access,minivan,automatic,5tdkk3dcxds377074,va,3.6,53414.0,gray,gray,the hertz corporation,17600,16400,2015-07-02 06:20:00
2012,Chevrolet,Equinox,LT,suv,automatic,2gnaldek4c6235713,pa,3.5,35596.0,black,black,gm financial leasing,15450,14200,2015-07-02 07:30:00
2012,Chevrolet,Cruze,LS,sedan,,1g1pc5shxc7308948,pa,3.6,18867.0,blue,gray,gm financial leasing,10100,9000,2015-07-01 07:20:00
2012,Nissan,Maxima,3.5 SV,sedan,automatic,1n4aa5ap2cc814914,fl,4.6,36597.0,gray,black,nissan-infiniti lt,11450,18000,2015-07-01 06:00:00
2011,Chevrolet,Avalanche,LS,crew cab,automatic,3gnmcee03bg399104,ga,2.8,48611.0,red,gray,gm financial,20900,22200,2015-07-01 07:30:00
2011,Infiniti,G Sedan,G25x,g sedan,automatic,jn1dv6ar4bm651245,tn,3.8,32177.0,gray,gray,t & s motors,15000,16500,2015-07-07 07:30:00
2010,Mazda,CX-7,i Sport,suv,automatic,jm3er2w52a0300917,fl,3.2,104453.0,blue,black,gm financial,7100,7000,2015-07-07 06:15:00
2009,MINI,Cooper,S,hatchback,automatic,wmwmf73519tv39820,tx,3.4,69038.0,yellow,black,hopper motorplex inc,8600,10200,2015-07-01 07:30:00
2008,Mercedes-Benz,C-Class,C300 Sport,sedan,,wddgf54x28r011936,tx,2.0,99716.0,gray,black,gm financial,11250,5500,2015-07-07 06:15:00
2008,Volkswagen,Touareg 2,VR6 FSI,suv,automatic,wvgbe77l38d001212,wa,3.4,70049.0,gray,tan,toyota of seattle,10700,12000,2015-07-01 11:40:00
2005,Acura,RSX,Base,hatchback,automatic,jh4dc54825s004888,wi,2.4,143669.0,black,gray,ed napleton acura,3525,1900,2015-07-08 07:00:00
2001,Porsche,Boxster,S,convertible,manual,wp0cb29881u662981,ca,3.8,88645.0,silver,black,chaser inc,8425,8000,2015-07-01 09:30:00
2000,Jeep,Grand Cherokee,Laredo,suv,automatic,1j4gw48s4yc257905,nj,1.9,102608.0,gray,gray,purple heart services inc,1850,900,2015-07-07 17:15:00
2000,,,,,automatic,2hkrl1876yh603216,nj,2.1,202340.0,beige,beige,purple heart services inc,875,450,2015-07-07 09:45:00
2014,Dodge,Dart,GT,sedan,automatic,1c3cdfeb8ed815338,fl,2.1,16975.0,blue,black,gm financial,14900,11000,2015-07-07 06:15:00
2014,Ford,F-250 Super Duty,XL,supercab,automatic,1ft7x2b62eea54353,tx,3.0,64992.0,white,gray,enterprise fleet management exchange,19450,20100,2015-07-09 08:30:00
2014,Ford,Focus,S,sedan,automatic,1fadp3e21el210448,ca,4.2,31434.0,gray,black,aaero sweet corporation,26900,9700,2015-07-08 10:00:00
2015,Chevrolet,Impala,LTZ,Sedan,automatic,1g1165s35fu107031,mi,4.2,9374.0,—,black,gm remarketing,24800,26800,2015-07-07 08:00:00
2014,Mercedes-Benz,SL-Class,SL550,convertible,automatic,wddjk7da4ef026508,fl,4.4,5753.0,gray,red,braman motors,78000,80200,2015-07-02 08:00:00
2012,Nissan,Altima,2.5 S,sedan,automatic,1n4al2ap6cc169998,fl,4.6,35915.0,gray,black,onemain rem/auto club of miami inc dba north dad,11450,9800,2015-07-02 07:00:00
2012,Toyota,RAV4,Limited,suv,automatic,2t3yf4dvxcw154648,nc,4.4,44995.0,gold,beige,santander consumer,17200,17200,2015-07-01 07:30:00
2011,Acura,MDX,Base,suv,automatic,2hnyd2h68bh529216,tx,4.4,68542.0,black,tan,d&m leasing,22400,23800,2015-07-08 08:45:00
2010,Chrysler,300,Touring,sedan,automatic,2c3ca4cdxah101354,tx,2.8,100721.0,white,black,remarketing by ge/ak&y enterprises inc,7700,7900,2015-07-09 07:00:00
2008,BMW,5 Series,528i,sedan,automatic,wbanu53598ct17751,ga,2.0,64969.0,white,tan,cameron motor sports,12150,13000,2015-07-07 06:15:00
2006,Nissan,Maxima,3.5 SL,sedan,automatic,1n4ba41e96c840296,va,3.3,121635.0,silver,black,don beyer volvo-dulles,3900,4800,2015-07-02 06:35:00
1997,Honda,Accord,LX,sedan,automatic,jhmcd5636vc017552,nj,1.9,198517.0,black,gray,purple heart services inc,600,500,2015-07-07 09:45:00
2014,Kia,Rio,LX,sedan,automatic,knadm4a36e6363958,nc,2.9,20067.0,white,gray,santander consumer,10050,10400,2015-07-06 17:15:00
2014,Toyota,Sienna,LE 7-Passenger Mobility Auto Access,minivan,automatic,5tdkk3dc2es518284,ca,3.6,31737.0,white,gray,toyota financial services,21400,21000,2015-07-07 09:30:00
2013,BMW,3 Series,328i,convertible,automatic,wbadw7c54de733643,fl,4.2,42043.0,black,black,financial services remarketing (lease),27700,27800,2015-07-07 06:00:00
2015,Ford,Transit Van,250 Low Roof,transit van,automatic,1ftyr1zm5fka21122,ga,3.6,8317.0,white,gray,enterprise vehicle exchange / tra / rental / tulsa,23900,19500,2015-07-08 07:00:00
2012,Chevrolet,Impala,LTZ,sedan,automatic,2g1wc5e34c1223418,tx,2.5,56431.0,silver,silver,fiserv/dealer funding llc,10950,8800,2015-07-08 07:30:00
2006,,,,,automatic,1gyee63ax60197177,va,1.9,105197.0,silver,tan,consumer portfolio services,6425,4900,2015-07-08 06:30:00
2014,Chevrolet,Silverado 1500,LT,double cab,automatic,1gcvkrec3ez184425,mi,3.7,47539.0,white,black,automobiles paille inc,25700,25000,2015-07-02 06:30:00
2006,,,,,automatic,wp0ca29936s755244,fl,3.2,103723.0,blue,tan,the collection,23800,23200,2015-07-02 08:00:00
2014,Volkswagen,Jetta,SE PZEV,sedan,automatic,3vwd17aj8em395058,ga,3.6,34325.0,blue,black,enterprise vehicle exchange / tra / rental / tulsa,11400,7600,2015-07-09 06:45:00
2013,Mercedes-Benz,E-Class,E350,coupe,automatic,wddkj5kb1df196427,tx,3.4,20433.0,white,red,mercedes benz of tyler,31400,30100,2015-07-02 08:00:00
2013,Toyota,Corolla,LE,sedan,automatic,5yfbu4ee4dp112417,nc,3.0,54117.0,silver,gray,the hertz corporation,9775,9900,2015-07-07 07:00:00
